species,order,LogBrain,LogBody,BrainResidual,BehaviorCategories,MigratoryDistance,SnowWeeks,EVI.BreedingSite(Winter),EVI.BreedingSite(Summer),EVI.NonBreedingSite(Winter),CV(EVI)Intra-year,CV(EVI)Among-years,PPC1,PPC2,FruitConsumer,InsectConsumer,ForestDweller,DietBreadth,Incubation,Fledging,DevelopmentalMode,SocialMatingSystem,ColonialBreeding,SocialForaging
Myiarchus_tyrannulus,PASSERIFORMES,0.065,3.549,0.277,Resident.LowLat,0,0,1.575,1.615,1.575,0.02,0.013,0.51,1.003,0,1,1,0.052,14,16.5,altricial,Monogamous,Solitary,NA
Myiarchus_validus,PASSERIFORMES,0.179,3.713,0.303,Resident.LowLat,0,0,1.658,1.737,1.658,0.012,0.012,-0.81,1.289,1,1,1,0.073,NA,NA,altricial,NA,NA,NA
Myiobius_barbatus,PASSERIFORMES,-0.994,2.438,-0.199,Resident.LowLat,0,0,1.697,1.674,1.697,0.013,0.013,-0.205,1.886,0,1,1,0,22,23.5,altricial,Monogamous,Solitary,Aggregation
Myioborus_pictus,PASSERIFORMES,-0.929,2.303,-0.062,Migrant.Short,1332.237,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,13.5,13,altricial,Monogamous,NA,NA
Myiodynastes_maculatus,PASSERIFORMES,0.182,3.951,0.183,Resident.LowLat,0,0,1.61,1.637,1.61,0.017,0.013,0.269,1.317,0,1,1,0,16.5,20.25,altricial,Monogamous,Solitary,Aggregation
Myiopagis_cotta,PASSERIFORMES,-0.862,2.438,-0.066,Resident.LowLat,0,0,1.658,1.737,1.658,0.012,0.012,-0.81,1.289,0,1,1,0.024,NA,NA,altricial,Monogamous,Solitary,NA
Myiophobus_fasciatus,PASSERIFORMES,-1.05,2.708,-0.396,Resident.LowLat,0,0.002,1.563,1.622,1.563,0.019,0.012,0.411,0.929,0,1,1,0.024,17,16,altricial,Monogamous,Solitary,Aggregation
Myiozetetes_similis,PASSERIFORMES,-0.21,3.323,0.12,Resident.LowLat,0,0,1.637,1.638,1.637,0.017,0.013,0.331,1.468,1,1,1,0.183,15.5,19.6,altricial,Monogamous,Solitary,Bonded
Myrmeciza_exsul,PASSERIFORMES,0.024,3.261,0.387,Resident.LowLat,0,0,1.706,1.727,1.706,0.015,0.013,0.125,1.81,0,1,1,0.001,NA,10,altricial,Monogamous,Solitary,NA
Myrmeciza_ferruginea,PASSERIFORMES,-0.163,3.258,0.201,Resident.LowLat,0,0,1.646,1.707,1.646,0.014,0.013,-0.11,1.876,0,1,1,0,NA,NA,altricial,Monogamous,Solitary,NA
Myrmotherula_axillaris,PASSERIFORMES,-0.912,2.007,0.105,Resident.LowLat,0,0,1.695,1.675,1.695,0.014,0.013,-0.293,1.642,0,1,1,0.001,16,8,altricial,Monogamous,Solitary,Aggregation
Myzomela_obscura,PASSERIFORMES,-0.719,2.632,-0.026,Resident.LowLat,0,0,1.513,1.581,1.513,0.013,0.01,-1.674,-0.177,0,1,1,0.131,NA,NA,altricial,NA,NA,NA
Myzomela_sanguinolenta,PASSERIFORMES,-1.064,2.098,-0.093,Resident.MidLat,0,0.006,1.471,1.503,1.471,0.012,0.013,-0.443,1.695,1,1,1,0.144,11.5,11.5,altricial,Monogamous,Solitary,Aggregation
Nannopsittaca_panychlora,PSITTACIFORMES,0.372,3.657,0.526,Resident.LowLat,0,0,1.627,1.622,1.627,0.01,0.014,-0.401,2.637,1,0,1,0,NA,NA,altricial,Monogamous,NA,NA
Nectarinia_calcostetha,PASSERIFORMES,-0.874,2.153,0.068,Resident.LowLat,0,0,1.675,1.663,1.675,0.013,0.013,-0.266,1.842,0,1,1,0.148,NA,NA,altricial,NA,NA,NA
Nectarinia_jugularis,PASSERIFORMES,-1.109,2.197,-0.188,Resident.LowLat,0,0,1.629,1.663,1.629,0.017,0.013,0.156,1.358,1,1,1,0.144,14,14.7,altricial,Monogamous,Solitary,Aggregation
Nectarinia_olivacea,PASSERIFORMES,-0.598,2.272,0.284,Resident.LowLat,0,0,1.591,1.636,1.591,0.022,0.012,0.675,0.609,1,1,1,0.144,15,14,altricial,Polygamous,Solitary,Aggregation
Nectarinia_violacea,PASSERIFORMES,-0.843,2.19,0.081,Resident.MidLat,0,0.006,1.407,1.381,1.407,0.008,0.008,-3.345,-1.33,0,1,0,0.148,14.25,19,altricial,NA,NA,NA
Neochen_jubata,ANSERIFORMES,1.808,7.256,0.126,Resident.LowLat,0,0,1.676,1.662,1.676,0.014,0.013,-0.16,1.562,1,1,1,0.076,30,NA,precocial,Monogamous,Solitary,NA
Neochmia_phaeton,PASSERIFORMES,-0.659,1.974,0.375,Resident.LowLat,0,0,1.396,1.472,1.396,0.012,0.008,-2.713,-1.413,0,0,0,0.057,14,20.75,altricial,NA,NA,NA
Neochmia_temporalis,PASSERIFORMES,-0.656,2.233,0.246,Resident.MidLat,0,0.007,1.51,1.497,1.51,0.016,0.014,0.647,2.322,0,1,1,0.153,13.75,17,altricial,Monogamous,Solitary,Bonded
Neophema_chrysostoma,PSITTACIFORMES,0.531,4.06,0.475,Resident.MidLat,0,0.025,1.409,1.373,1.409,0.01,0.012,-1.185,1.057,0,0,0,0,18,30,altricial,Monogamous,NA,NA
Neophema_elegans,PSITTACIFORMES,0.223,3.618,0.398,Resident.LowLat,0,0,1.424,1.359,1.424,0.015,0.01,-1.141,-0.11,0,0,0,0,18.5,31.6,altricial,Monogamous,NA,NA
Neophema_pulchella,PSITTACIFORMES,0.294,3.443,0.561,Resident.MidLat,0,0.008,1.507,1.464,1.507,0.014,0.016,1.349,3.709,1,0,1,0.17,19,29,altricial,Monogamous,NA,NA
Neophema_splendida,PSITTACIFORMES,0.309,3.403,0.597,Resident.MidLat,0,0,1.325,1.327,1.325,0.004,0.006,-4.996,-2.342,0,0,0,0,18,30,altricial,Monogamous,NA,NA
Neopsephotus_bourkii,PSITTACIFORMES,0.281,3.784,0.369,Resident.MidLat,0,0,1.303,1.316,1.303,0.003,0.006,-4.784,-1.784,0,0,0,0,18.5,27,altricial,Monogamous,NA,NA
Neopsittacus_musschenbroekii,PSITTACIFORMES,0.896,4.043,0.849,Resident.LowLat,0,0,1.665,1.655,1.665,0.011,0.015,-0.047,2.847,1,1,1,0.153,NA,NA,altricial,Monogamous,NA,NA
Nesospingus_speculiferus,PASSERIFORMES,0.354,3.59,0.544,Resident.LowLat,0,0,1.66,1.729,1.66,0.012,0.012,-0.872,1.37,1,1,1,0.114,NA,NA,altricial,NA,NA,NA
Netta_rufina,ANSERIFORMES,1.732,7.048,0.159,Migrant.Short,2333.447,NA,1.218,1.281,1.387,0.049,0.011,NA,NA,0,1,0,0.135,27,23.8,precocial,Monogamous,Facultative,NA
Nettapus_pulchellus,ANSERIFORMES,0.986,5.92,-0.024,Resident.LowLat,0,0.001,1.467,1.51,1.467,0.013,0.01,-1.476,-0.069,0,1,0,0.148,23,NA,precocial,Monogamous,Solitary,NA
Ninox_boobook,STRIGIFORMES,1.723,5.444,0.956,Resident.MidLat,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0.001,31.7,39,semialtricial,Monogamous,NA,NA
Ninox_connivens,STRIGIFORMES,1.856,6.551,0.536,Resident.MidLat,0,0.003,1.451,1.469,1.451,0.012,0.011,-1.247,0.602,0,1,1,0.002,36,35,semialtricial,Monogamous,NA,NA
Ninox_jacquinoti,STRIGIFORMES,1.476,5.169,0.848,Resident.LowLat,0,0,1.785,1.769,1.785,0.011,0.016,0.425,3.542,0,1,1,0.002,NA,NA,semialtricial,Monogamous,NA,NA
Ninox_squamipila,STRIGIFORMES,1.482,4.868,1.01,Resident.LowLat,0,0.001,1.709,1.727,1.709,0.011,0.014,-0.092,2.794,0,1,1,0,NA,NA,semialtricial,Monogamous,NA,NA
Ninox_strenua,STRIGIFORMES,2.375,7.244,0.698,Resident.MidLat,0,0.011,1.534,1.507,1.534,0.015,0.015,0.722,2.712,0,0,1,0,36.5,59.75,semialtricial,Monogamous,NA,NA
Northiella_haematogaster,PSITTACIFORMES,0.844,4.336,0.646,Resident.MidLat,0,0,1.372,1.361,1.372,0.008,0.011,-1.877,0.923,1,0,0,0.17,21,30,altricial,Monogamous,NA,NA
Nothoprocta_ornata,TINAMIFORMES,1.047,6.391,-0.192,Resident.LowLat,0,0.355,1.334,1.384,1.334,0.012,0.005,-2.76,-3.953,1,1,0,0.153,22,0.1,precocial,NA,NA,NA
Nothura_maculosa,TINAMIFORMES,0.434,5.618,-0.42,Resident.MidLat,0,0.002,1.506,1.577,1.506,0.02,0.012,0.305,0.585,1,0,0,0.173,NA,NA,precocial,NA,NA,NA
Numenius_americanus,CHARADRIIFORMES,1.333,6.235,0.17,Migrant.Short,1988.542,NA,1.241,1.335,1.383,0.033,0.012,NA,NA,0,1,0,0.013,27.5,21.55,precocial,Monogamous,Solitary,Aggregation
Numenius_madagascariensis,CHARADRIIFORMES,1.504,6.542,0.189,Migrant.Long,6258.673,NA,1.081,1.288,1.54,0.119,0.016,NA,NA,1,1,0,0.073,NA,NA,precocial,NA,NA,NA
Numenius_phaeopus,CHARADRIIFORMES,1.139,5.986,0.099,Migrant.Long,7733.424,NA,1.036,1.199,1.498,0.157,0.017,NA,NA,1,1,0,0.153,26.75,18.8,precocial,Monogamous,Solitary,Aggregation
Nyctanassa_violacea,PELECANIFORMES,1.775,6.15,0.655,Migrant.Short,2276.201,NA,1.519,1.528,1.288,0.086,0.011,NA,NA,0,1,1,0.002,23.75,36.9,semialtricial,NA,Facultative,NA
Nyctibius_griseus,CAPRIMULGIFORMES,0.676,5.551,-0.144,Resident.LowLat,0,0,1.618,1.642,1.618,0.017,0.013,0.217,1.336,0,1,1,0,31.5,44.25,semiprecocial,NA,NA,NA
Nycticorax_caledonicus,PELECANIFORMES,1.723,6.647,0.353,Resident.MidLat,0,0.003,1.438,1.457,1.438,0.01,0.01,-1.913,0.273,0,1,0,0.002,21.5,45.5,semialtricial,NA,Colonial,NA
Nyctidromus_albicollis,CAPRIMULGIFORMES,-0.101,4.036,-0.144,Resident.LowLat,0,0,1.632,1.64,1.632,0.017,0.013,0.202,1.316,0,1,1,0,19.5,NA,semiprecocial,NA,NA,NA
Nyctiphrynus_ocellatus,CAPRIMULGIFORMES,-0.357,3.664,-0.206,Resident.LowLat,0,0,1.635,1.663,1.635,0.017,0.012,-0.062,0.811,0,1,1,0,NA,NA,semiprecocial,NA,NA,NA
Nyctiprogne_leucopyga,CAPRIMULGIFORMES,-0.777,3.135,-0.348,Resident.LowLat,0,0,1.67,1.659,1.67,0.014,0.012,-0.507,1.126,0,1,1,0,NA,NA,semiprecocial,NA,NA,NA
Nymphicus_hollandicus,PSITTACIFORMES,0.911,4.418,0.672,Resident.MidLat,0,0,1.348,1.368,1.348,0.007,0.009,-3.114,-0.71,0,0,1,0,19.65,30.75,altricial,Monogamous,NA,Aggregation
Ocyphaps_lophotes,COLUMBIFORMES,0.534,5.323,-0.169,Resident.LowLat,0,0.001,1.36,1.376,1.36,0.008,0.009,-2.958,-0.625,0,1,0,0.148,18,15,altricial,Monogamous,Solitary,Bonded
Oenanthe_oenanthe,PASSERIFORMES,-0.255,2.955,0.268,Migrant.Long,5900.739,NA,1.086,1.198,1.38,0.08,0.012,NA,NA,0,1,0,0.024,13.23,15,altricial,Facultative,Solitary,Solitary
Onychorhynchus_coronatus,PASSERIFORMES,-0.693,2.58,0.028,Resident.LowLat,0,0,1.639,1.667,1.639,0.013,0.013,-0.267,1.749,0,1,1,0,NA,NA,altricial,NA,Solitary,NA
Oreocharis_arfaki,PASSERIFORMES,-0.371,2.97,0.144,Resident.LowLat,0,0,1.639,1.627,1.639,0.011,0.014,-0.287,2.477,1,0,1,0,NA,NA,altricial,NA,NA,NA
Oreoica_gutturalis,PASSERIFORMES,0.545,4.043,0.499,Resident.MidLat,0,0,1.34,1.346,1.34,0.007,0.008,-3.335,-0.756,0,1,0,0.153,15.5,11.5,altricial,Monogamous,Solitary,Aggregation
Oreopsittacus_arfaki,PSITTACIFORMES,0.14,2.97,0.655,Resident.LowLat,0,0,1.623,1.612,1.623,0.011,0.014,-0.22,2.574,1,0,1,0.083,NA,NA,altricial,Monogamous,NA,NA
Oreortyx_pictus,GALLIFORMES,0.545,5.537,-0.269,Resident.HighLat,0,5.458,1.364,1.419,1.364,0.035,0.015,10.208,-4.349,1,0,1,0.135,24.25,0.1,precocial,NA,NA,NA
Origma_solitaria,PASSERIFORMES,-0.163,2.565,0.567,Resident.LowLat,0,0.003,1.527,1.535,1.527,0.006,0.013,-1.395,2.219,0,1,1,0,29,22,altricial,Monogamous,Solitary,Aggregation
Oriolus_flavocinctus,PASSERIFORMES,0.742,4.489,0.467,Resident.LowLat,0,0,1.426,1.519,1.426,0.014,0.007,-2.606,-1.985,1,1,1,0.226,NA,NA,altricial,NA,NA,NA
Oriolus_sagittatus,PASSERIFORMES,0.674,4.579,0.352,Resident.MidLat,0,0.002,1.411,1.442,1.411,0.012,0.011,-1.563,0.278,1,1,0,0.19,17.75,16,altricial,Monogamous,Solitary,Bonded
Orthonyx_temminckii,PASSERIFORMES,0.567,4.071,0.506,Resident.MidLat,0,0.001,1.531,1.574,1.531,0.01,0.012,-1.448,1.083,0,1,1,0,23,17.75,altricial,Monogamous,Solitary,NA
Orthopsittaca_manilata,PSITTACIFORMES,2.098,5.872,1.112,Resident.LowLat,0,0,1.661,1.659,1.661,0.016,0.012,-0.248,1.098,1,0,0,0,NA,NA,altricial,Monogamous,NA,NA
Orthorhyncus_cristatus,APODIFORMES,-1.931,1.012,-0.4,Resident.LowLat,0,0,1.614,1.683,1.614,0.013,0.014,0.052,2.387,0,1,1,0.148,16.25,20.25,altricial,NA,NA,NA
Oryzoborus_angolensis,PASSERIFORMES,-0.375,2.472,0.403,Resident.LowLat,0,0,1.628,1.646,1.628,0.017,0.013,0.162,1.321,0,1,1,0.173,12,11,altricial,NA,NA,NA
Otus_bakkamoena,STRIGIFORMES,1.435,4.935,0.927,Resident.MidLat,0,1.533,1.555,1.453,1.555,0.034,0.012,5.693,-3.242,0,1,1,0.001,NA,NA,semialtricial,Monogamous,NA,NA
Otus_scops,STRIGIFORMES,0.92,4.345,0.718,Migrant.Short,4971.235,NA,1.284,1.363,1.408,0.042,0.012,NA,NA,0,1,1,0.001,24.5,25,semialtricial,Facultative,Solitary,Pair
Oxyura_australis,ANSERIFORMES,1.361,6.328,0.153,Resident.MidLat,0,0.055,1.54,1.497,1.54,0.012,0.013,-0.135,1.862,0,1,0,0.148,24,1,precocial,Polygamous,Solitary,Aggregation
Oxyura_jamaicensis,ANSERIFORMES,1.258,6.278,0.073,Migrant.Short,1963.165,NA,1.21,1.354,1.44,0.062,0.013,NA,NA,0,1,0,0.153,24,52.5,precocial,Monogamous,Solitary,Aggregation
Oxyura_maccoa,ANSERIFORMES,1.542,6.76,0.116,Resident.MidLat,0,0.001,1.357,1.418,1.357,0.014,0.008,-2.227,-1.488,0,1,0,0.148,26,17.55,precocial,Monogamous,Facultative,Aggregation
Pachycephala_olivacea,PASSERIFORMES,0.389,3.79,0.473,Resident.MidLat,0,0.121,1.582,1.524,1.582,0.015,0.016,1.473,2.855,1,1,1,0.185,NA,NA,altricial,NA,NA,NA
Pachycephala_pectoralis,PASSERIFORMES,0.14,3.258,0.504,Resident.MidLat,0,0.017,1.501,1.475,1.501,0.015,0.013,0.087,1.654,0,1,1,0.073,15.35,10.55,altricial,Monogamous,Solitary,Aggregation
Pachycephala_rufiventris,PASSERIFORMES,0.063,3.065,0.529,Resident.MidLat,0,0.001,1.364,1.384,1.364,0.008,0.009,-2.863,-0.618,1,1,1,0.162,14.1,11.05,altricial,Monogamous,Solitary,Aggregation
Pachycephala_rufogularis,PASSERIFORMES,0.086,3.585,0.278,Resident.MidLat,0,0,1.404,1.363,1.404,0.013,0.01,-1.516,0.109,1,1,0,0.185,NA,NA,altricial,NA,NA,NA
Pachycephala_simplex,PASSERIFORMES,-0.186,2.944,0.342,Resident.LowLat,0,0,1.651,1.668,1.651,0.011,0.013,-0.499,1.964,0,1,1,0.057,NA,NA,altricial,NA,NA,NA
Pachycephalopsis_poliosoma,PASSERIFORMES,0.028,3.646,0.188,Resident.LowLat,0,0,1.689,1.681,1.689,0.011,0.015,0.094,2.943,0,1,1,0.001,NA,NA,altricial,Monogamous,Solitary,NA
Pachyramphus_niger,PASSERIFORMES,0.262,3.661,0.414,Resident.LowLat,0,0,1.658,1.737,1.658,0.012,0.012,-0.81,1.289,1,1,1,0.073,NA,NA,altricial,NA,NA,NA
Pachyramphus_polychopterus,PASSERIFORMES,-0.271,3.008,0.224,Resident.LowLat,0,0,1.617,1.64,1.617,0.017,0.013,0.229,1.353,0,1,1,0.024,18.5,21,altricial,Monogamous,Solitary,NA
Padda_oryzivora,PASSERIFORMES,-0.236,3.068,0.228,Resident.LowLat,0,0,1.529,1.638,1.529,0.019,0.012,0.048,0.511,0,0,0,0.153,14,16,altricial,Monogamous,Facultative,Aggregation
Pandion_haliaetus,ACCIPITRIFORMES,2.223,7.267,0.535,Migrant.Long,5682.431,NA,1.127,1.301,1.532,0.1,0.015,NA,NA,0,0,0,0.001,37.5,53,semialtricial,Facultative,Solitary,Solitary
Parabuteo_unicinctus,ACCIPITRIFORMES,2.054,6.282,0.867,Resident.LowLat,0,0.012,1.521,1.553,1.521,0.019,0.012,0.361,0.779,0,0,0,0,34.5,40,semialtricial,Monogamous,Solitary,Aggregation
Pardalotus_punctatus,PASSERIFORMES,-1.036,2.219,-0.127,Resident.MidLat,0,0.017,1.455,1.428,1.455,0.013,0.013,-0.321,1.509,0,1,1,0.148,19,21.5,altricial,Monogamous,Solitary,Bonded
Pardalotus_striatus,PASSERIFORMES,-0.63,2.38,0.196,Migrant.Short,512.451,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0.049,20,23,altricial,Monogamous,Solitary,Aggregation
Parotia_lawesii,PASSERIFORMES,1.335,5.109,0.738,Resident.MidLat,0,0,1.681,1.668,1.681,0.01,0.014,-0.239,2.719,1,1,1,0.073,NA,NA,altricial,Polygamous,NA,NA
Parula_americana,PASSERIFORMES,-0.955,1.967,0.083,Migrant.Short,2283.436,NA,1.405,1.519,1.534,0.042,0.013,NA,NA,0,1,1,0.106,13,10.5,altricial,Monogamous,NA,NA
Parus_atricapillus,PASSERIFORMES,-0.255,2.434,0.543,Resident.HighLat,0,13.624,1.187,1.361,1.187,0.069,0.02,20.719,-5.559,1,1,1,0.165,12.5,16.5,altricial,Monogamous,Solitary,Aggregation
Parus_gambeli,PASSERIFORMES,-0.318,2.436,0.478,Resident.HighLat,0,10.686,1.196,1.319,1.196,0.049,0.017,15.156,-5.897,0,1,1,0.145,13.985,20.35,altricial,Monogamous,Solitary,Pair
Parus_hudsonicus,PASSERIFORMES,-0.342,2.399,0.473,Resident.HighLat,0,19.904,1.056,1.267,1.056,0.075,0.021,23.121,-6.794,0,1,1,0.155,15,18,altricial,Monogamous,Solitary,Bonded
Passer_domesticus,PASSERIFORMES,-0.012,3.258,0.353,Resident.HighLat,0,8.01,1.242,1.334,1.242,0.051,0.014,13.628,-6.693,0,0,1,0.068,12,15,altricial,Monogamous,Facultative,Aggregation
Passer_hispaniolensis,PASSERIFORMES,-0.037,3.208,0.353,Migrant.Short,1403.965,NA,1.301,1.312,1.286,0.019,0.006,NA,NA,1,0,0,0.142,11.5,13,altricial,Monogamous,Colonial,Aggregation
Passerina_cyanea,PASSERIFORMES,-0.423,2.574,0.301,Migrant.Short,2411.078,NA,1.391,1.471,1.522,0.041,0.012,NA,NA,1,1,0,0.176,12.5,9.5,altricial,NA,NA,NA
Patagioenas_cayennensis,COLUMBIFORMES,0.569,5.445,-0.198,Resident.LowLat,0,0.001,1.625,1.645,1.625,0.017,0.013,0.205,1.339,1,0,1,0,NA,NA,altricial,Monogamous,Solitary,NA
Patagioenas_fasciata,COLUMBIFORMES,0.788,5.781,-0.151,Migrant.Short,661.195,NA,1.302,1.377,1.291,0.036,0.01,NA,NA,1,0,1,0.135,19,22.5,altricial,Monogamous,Solitary,Aggregation
Patagioenas_leucocephala,COLUMBIFORMES,0.556,5.466,-0.222,Resident.MidLat,0,0,1.555,1.667,1.555,0.017,0.013,0.153,1.224,1,0,1,0,13.8,20,altricial,Monogamous,Colonial,NA
Patagioenas_maculosa,COLUMBIFORMES,0.709,5.764,-0.223,Resident.MidLat,0,0.039,1.438,1.503,1.438,0.017,0.011,-0.537,0.056,0,0,0,0.056,NA,NA,altricial,Monogamous,NA,NA
Patagioenas_picazuro,COLUMBIFORMES,0.916,6.004,-0.133,Resident.MidLat,0,0.001,1.512,1.602,1.512,0.022,0.013,0.94,0.956,0,1,0,0.148,NA,NA,altricial,Monogamous,Solitary,NA
Patagioenas_squamosa,COLUMBIFORMES,0.615,5.738,-0.303,Resident.MidLat,0,0,1.552,1.68,1.552,0.018,0.013,0.542,1.477,1,1,1,0.076,NA,NA,altricial,Monogamous,Solitary,NA
Pelargopsis_capensis,CORACIIFORMES,1.068,5.136,0.457,Resident.LowLat,0,0,1.554,1.631,1.554,0.019,0.012,-0.024,0.508,0,1,1,0.002,NA,NA,altricial,NA,NA,NA
Pelecanus_erythrorhynchos,PELECANIFORMES,3.045,8.621,0.649,Migrant.Short,2636.321,NA,1.188,1.356,1.433,0.054,0.015,NA,NA,0,0,0,0,30,48,altricial,NA,Colonial,NA
Penelope_purpurascens,GALLIFORMES,1.783,7.582,-0.068,Resident.LowLat,0,0,1.608,1.704,1.608,0.019,0.013,0.526,1.144,1,0,1,0.142,26,NA,precocial,NA,NA,NA
Penelopides_panini,BUCEROTIFORMES,1.995,6.04,0.929,Resident.LowLat,0,0,1.618,1.694,1.618,0.015,0.014,0.272,1.927,1,1,1,0.065,32.5,56.5,altricial,Monogamous,Solitary,NA
Peneothello_cyanus,PASSERIFORMES,-0.046,3.298,0.297,Resident.LowLat,0,0,1.66,1.65,1.66,0.011,0.014,-0.076,2.782,0,1,1,0,NA,NA,altricial,NA,NA,NA
Pericrocotus_ethologus,PASSERIFORMES,-0.151,2.773,0.468,Migrant.Short,2021.824,NA,1.363,1.457,1.388,0.049,0.011,NA,NA,0,1,1,0.039,NA,NA,altricial,Monogamous,Solitary,Aggregation
Perisoreus_canadensis,PASSERIFORMES,0.942,4.234,0.797,Resident.HighLat,0,19.002,1.07,1.282,1.07,0.074,0.021,22.885,-6.456,1,1,1,0.074,17,21.5,altricial,Monogamous,Solitary,Bonded
Perissocephalus_tricolor,PASSERIFORMES,1.526,5.639,0.661,Resident.LowLat,0,0,1.662,1.697,1.662,0.012,0.014,-0.153,2.34,1,0,1,0.024,26.5,27,altricial,NA,NA,NA
Petrochelidon_fulva,PASSERIFORMES,-0.687,2.74,-0.051,Migrant.Short,445.061,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,15,19,altricial,Monogamous,Colonial,NA
Petroica_goodenovii,PASSERIFORMES,-1.015,2.563,-0.285,Resident.LowLat,0,0.001,1.356,1.365,1.356,0.007,0.009,-2.996,-0.503,0,1,0,0,14,12.5,altricial,Monogamous,Solitary,NA
Petroica_multicolor,PASSERIFORMES,-0.799,2.625,-0.101,Migrant.Short,301.41,NA,1.499,1.496,1.462,0.014,0.014,NA,NA,0,1,1,0,16.2,15,altricial,Monogamous,Solitary,Aggregation
Petroica_phoenicea,PASSERIFORMES,-0.722,2.644,-0.034,Migrant.Short,191.903,NA,1.509,1.506,1.54,0.022,0.015,NA,NA,0,1,1,0,16.8,17.3,altricial,NA,NA,NA
Petroica_rodinogaster,PASSERIFORMES,-0.713,2.267,0.171,Migrant.Short,129.158,NA,1.522,1.519,1.57,0.023,0.016,NA,NA,0,1,1,0,NA,NA,altricial,NA,NA,NA
Petroica_rosea,PASSERIFORMES,-0.693,2.37,0.138,Migrant.Short,686.679,NA,1.525,1.522,1.496,0.008,0.014,NA,NA,0,1,1,0,14,NA,altricial,Monogamous,Solitary,Aggregation
Pezoporus_wallicus,PSITTACIFORMES,1.002,4.338,0.804,Resident.MidLat,0,0.108,1.555,1.518,1.555,0.013,0.013,0.165,1.506,0,0,0,0.098,21,NA,altricial,Monogamous,NA,NA
Phacellodomus_ruber,PASSERIFORMES,0.104,3.67,0.251,Resident.LowLat,0,0,1.527,1.61,1.527,0.021,0.012,0.61,0.666,0,1,0,0,NA,NA,altricial,Monogamous,Solitary,NA
Phaenicophaeus_curvirostris,CUCULIFORMES,1.03,4.994,0.489,Resident.LowLat,0,0,1.703,1.692,1.703,0.012,0.014,-0.255,2.201,0,1,1,0.002,NA,NA,altricial,NA,NA,NA
Phaenicophaeus_superciliosus,CUCULIFORMES,0.921,4.627,0.573,Resident.LowLat,0,0,1.746,1.694,1.746,0.015,0.015,0.622,2.684,0,1,1,0.001,NA,NA,altricial,Monogamous,Solitary,NA
Phaenicophilus_palmarum,PASSERIFORMES,0.112,3.373,0.416,Resident.LowLat,0,0,1.574,1.669,1.574,0.014,0.012,-0.476,1.085,1,1,0,0.185,10,10,altricial,NA,NA,NA
Phaethornis_superciliosus,APODIFORMES,-1.349,1.758,-0.204,Resident.LowLat,0,0,1.671,1.691,1.671,0.013,0.013,-0.311,1.767,0,1,1,0.148,17,21,altricial,NA,NA,NA
Phainopepla_nitens,PASSERIFORMES,-0.225,3.299,0.118,Migrant.Short,2215.95,NA,1.364,1.342,1.375,0.024,0.008,NA,NA,1,1,0,0.073,14.25,19.25,altricial,Monogamous,Facultative,Aggregation
Phalacrocorax_africanus,SULIFORMES,1.493,6.422,0.239,Resident.LowLat,0,0,1.49,1.5,1.49,0.022,0.01,-0.246,-0.887,0,0,0,0,24,28,altricial,Monogamous,Colonial,Solitary
Phalacrocorax_atriceps,SULIFORMES,2.648,8.023,0.562,Migrant.Short,1476.918,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.002,29,56,altricial,Monogamous,Colonial,Aggregation
Phalacrocorax_carbo,SULIFORMES,2.361,7.804,0.392,Migrant.Short,2166.66,NA,1.155,1.373,1.376,0.096,0.011,NA,NA,0,0,0,0,29,50,altricial,Monogamous,Colonial,Aggregation
Phalacrocorax_melanoleucos,SULIFORMES,1.663,6.545,0.346,Resident.MidLat,0,0.251,1.481,1.454,1.481,0.012,0.013,0.263,1.233,0,1,0,0.002,NA,NA,altricial,Monogamous,Colonial,NA
Phalacrocorax_sulcirostris,SULIFORMES,1.73,6.938,0.214,Resident.MidLat,0,0.034,1.574,1.56,1.574,0.012,0.013,-0.242,1.864,0,1,0,0.001,NA,NA,altricial,Monogamous,Colonial,NA
Phalacrocorax_urile,SULIFORMES,2.112,7.688,0.205,Resident.HighLat,0,10.201,1.022,1.336,1.022,0.039,0.011,10.984,-8.864,0,1,0,0.002,33,59.5,altricial,Monogamous,Colonial,NA
Phalacrocorax_varius,SULIFORMES,2.197,7.271,0.506,Resident.MidLat,0,0.01,1.396,1.414,1.396,0.011,0.01,-1.794,0.218,0,1,0,0.001,28.4,28,altricial,Monogamous,Colonial,NA
Phalaropus_lobatus,CHARADRIIFORMES,-0.827,3.564,-0.623,Migrant.Long,7244.53,NA,1.005,1.124,1.48,0.212,0.015,NA,NA,0,1,0,0.031,18.5,9.55,precocial,Facultative,Facultative,Aggregation
Phalcoboenus_australis,FALCONIFORMES,2.351,7.522,0.531,Resident.HighLat,0,1.611,1.393,1.46,1.393,0.047,0.017,9.832,-1.184,0,0,0,0.001,NA,NA,semialtricial,NA,Facultative,NA
Phapitreron_amethystinus,COLUMBIFORMES,0.248,4.906,-0.245,Resident.MidLat,0,0,1.706,1.655,1.706,0.013,0.013,-0.267,1.834,1,0,1,0.17,NA,NA,altricial,Monogamous,NA,NA
